hh_type,hh_id
Two or more non-family adults,HH1318108
Two or more non-family adults,HH1318108
Couple with no children,HH1318408
Couple with no children,HH1318408
Couple with no children,HH1318708
Couple with no children,HH1318708
Couple with no children,HH61318908
Couple with no children,NA
,
Couple with no children,HH1319008
Couple with no children,HH1319008
Two or more non-family adults,HH1319208
Two or more non-family adults,HH1319208
Two or more non-family adults,HH1319208
Couple with no children,HH1319608
Couple with no children,NA
,
Couple with no children,HH1319708
Couple with no children,HH1319708
Couple with no children,HH1319708
Couple with dependent children,HH1320108
Couple with dependent children,HH1320108
Couple with dependent children,HH1320108
Two or more non-family adults,HH1320308
Two or more non-family adults,HH1320308
Couple with dependent children,HH1320608
Couple with dependent children,HH1320608
Couple with dependent children,NA
,
Couple with dependent children,NA
,
Other,HH1320908
Other,HH1320908
Other,HH1320908
Couple with independent children only,HH1321008
Couple with independent children only,HH1321008
Other,HH1321108
Other,HH1321108
Other,HH1321108
Couple with no children,HH1321208
Couple with no children,HH1321208
Couple with dependent children,HH1321308
Couple with dependent children,HH1321308
Couple with dependent children,HH1321308
Other,HH1321408
Other,HH1321408
Live alone,HH1321508
Couple with independent children only,HH1321808
Couple with independent children only,NA
,
Lone parent with dependent children,HH1321908
Lone parent with dependent children,HH1321908
Lone parent with dependent children,NA
,
Lone parent with dependent children,NA
,
Couple with independent children only,HH1322008
Couple with independent children only,HH1322008
Live alone,HH1322108
Couple with dependent children,HH1322208
Couple with dependent children,HH1322208
Couple with dependent children,HH1322208
Couple with no children,HH1322408
Couple with no children,NA
,
Live alone,HH1322508
Couple with independent children only,HH1322608
Couple with independent children only,HH1322608
Couple with independent children only,HH1322608
Couple with independent children only,NA
,
Live alone,HH1322708
Couple with no children,HH1323008
Couple with no children,HH1323008
Couple with dependent children,HH1323708
Couple with dependent children,HH1323708
Couple with dependent children,HH1323708
Couple with dependent children,HH1323708
Couple with dependent children,HH1323908
Couple with dependent children,HH1323908
Couple with dependent children,HH1323908
Lone parent with dependent children,HH1324208
Lone parent with dependent children,HH1324208
Live alone,HH1324308
Couple with no children,HH1325808
Couple with no children,HH1325808
Lone parent with independent children only,HH1326108
Lone parent with independent children only,HH1326108
Couple with independent children only,HH1326908
Couple with independent children only,NA
,
Couple with independent children only,NA
,
Couple with independent children only,HH1326908
Other,HH1327108
Other,HH1327108
Couple with independent children only,HH1327308
Couple with independent children only,NA
,
Couple with independent children only,HH1327308
Couple with no children,HH1327408
Couple with no children,HH1327408
Lone parent with dependent children,HH1327608
Lone parent with dependent children,NA
,
Live alone,HH1327708
Couple with independent children only,HH1328508
Couple with independent children only,HH1328508
Couple with independent children only,HH1328508
Couple with independent children only,HH1328508
Couple with independent children only,HH1328708
Couple with independent children only,HH1328708
Couple with independent children only,HH1328808
Couple with independent children only,HH1328808
Couple with independent children only,HH1328808
Couple with independent children only,HH1328808
Live alone,HH1329008
Couple with independent children only,HH1329108
Couple with independent children only,HH1329108
Couple with independent children only,HH1329108
Couple with no children,HH1329608
Couple with dependent children,HH1330208
Couple with dependent children,HH1330208
Couple with dependent children,HH1330208
Couple with dependent children,HH1330208
Couple with dependent children,HH1330208
Couple with no children,HH1330608
Lone parent with dependent children,HH1330708
Lone parent with dependent children,HH1330708
Lone parent with dependent children,HH1330708
Couple with independent children only,HH1330908
Couple with independent children only,HH1330908
Couple with dependent children,HH1331408
Couple with dependent children,NA
,
Couple with dependent children,NA
,
Couple with dependent children,NA
,
Couple with no children,HH1331508
Couple with no children,HH1331508
Live alone,HH1332308
Couple with no children,HH1332508
Couple with no children,HH1332508
Couple with dependent children,HH1332708
Couple with dependent children,HH1332708
Couple with dependent children,HH1332708
Couple with dependent children,HH1332708
Couple with no children,HH1333308
Couple with no children,HH1333308
Couple with independent children only,HH1333508
Couple with independent children only,HH1333508
Live alone,HH1333608
Couple with independent children only,HH1333708
Couple with independent children only,HH1333708
Couple with independent children only,HH1333808
Couple with independent children only,HH1333808
Two or more non-family adults,HH1334108
Two or more non-family adults,HH1334108
Couple with dependent children,HH1334308
Couple with dependent children,HH1334308
Couple with dependent children,HH1334308
Couple with dependent children,HH1334308
Couple with no children,HH1334508
Couple with no children,HH1334508
Couple with dependent children,HH1334608
Couple with dependent children,HH1334608
Couple with dependent children,HH1334608
Couple with dependent children,HH1334608
Couple with dependent children,HH1335408
Couple with dependent children,HH1335408
Couple with dependent children,HH1335408
Couple with dependent children,HH1335408
Lone parent with dependent children,HH1335608
Lone parent with dependent children,HH1335608
Couple with no children,HH1335808
Couple with no children,HH1335808
Couple with no children,NA
Couple with no children,NA
Households containing two or more families,HH1337008
Households containing two or more families,HH1337008
Households containing two or more families,HH1337008
Households containing two or more families,HH1337008
Households containing two or more families,HH1337008
Households containing two or more families,HH1337008
Couple with independent children only,HH1337208
Couple with independent children only,HH1337208
Couple with independent children only,HH1337308
Lone parent with independent children only,HH1337508
Lone parent with independent children only,HH1337508
Couple with dependent children,HH1337708
Couple with dependent children,NA
,
Couple with dependent children,HH1337708
Couple with dependent children,HH1337908
Couple with dependent children,HH1337908
Couple with dependent children,HH1337908
Couple with dependent children,HH1337908
Couple with dependent children,HH1338008
Couple with dependent children,HH1338008
Couple with dependent children,HH1338008
Live alone,HH1338508
Couple with no children,HH1338608
Couple with no children,HH1338608
Live alone,HH1338708
Live alone,HH1338908
Couple with no children,HH1339008
Couple with no children,HH1339008
Couple with no children,HH1339108
Couple with no children,HH1339108
Couple with no children,HH1339308
Couple with no children,HH1339308
Couple with no children,HH1339708
Couple with no children,HH1339708
Couple with independent children only,HH1340208
Couple with independent children only,HH1340208
Live alone,HH1340708
Couple with dependent children,HH1341308
Couple with dependent children,HH1341308
Couple with dependent children,NA
,
Couple with dependent children,HH1342608
Couple with dependent children,HH1342608
Couple with dependent children,HH1342608
Couple with dependent children,HH1342608
Two or more non-family adults,HH1343208
Two or more non-family adults,NA
,
Two or more non-family adults,3-5
,
Two or more non-family adults,HH1343308
Two or more non-family adults,NA
,
Two or more non-family adults,HH1343308
Two or more non-family adults,HH1343308
Live alone,HH1343608
Couple with dependent children,HH1343808
Couple with dependent children,HH1343808
Couple with dependent children,HH1343808
Live alone,HH1344108
Live alone,HH1344208
Other,HH1344508
Other,NA
,
Couple with no children,HH1344608
Couple with no children,HH1344608
Couple with no children,HH1344608
Other,HH1344808
Other,NA
,
Live alone,HH1345108
Lone parent with independent children only,HH1345208
Lone parent with independent children only,HH1345208
Lone parent with independent children only,HH1345208
Couple with no children,HH1345508
Couple with no children,NA
,
Couple with no children,NA
,
Other,HH1345708
Couple with no children,HH1345808
Couple with no children,HH1346008
Couple with no children,HH1346008
Live alone,HH1346208
Two or more non-family adults,HH1346308
Two or more non-family adults,HH1346308
Couple with dependent children,HH1346408
Couple with dependent children,NA
,
Couple with dependent children,HH1346408
Couple with dependent children,HH1346408
Couple with dependent children,HH1346408
Live alone,HH1347108
Lone parent with dependent children,HH1347208
Lone parent with dependent children,HH1347208
Lone parent with dependent children,HH1347608
Lone parent with dependent children,HH1347608
Lone parent with dependent children,HH1347608
Live alone,HH1347808
Couple with dependent children,HH1348508
Couple with dependent children,HH1348508
Couple with dependent children,HH1348508
Couple with dependent children,NA
,
Lone parent with dependent children,HH1348608
Lone parent with dependent children,HH1348608
Couple with dependent children,HH1348708
Couple with dependent children,HH1348708
Couple with dependent children,HH1348708
Other,HH1348908
Other,HH1348908
Other,HH1348908
Other,HH1348908
Couple with no children,HH1349108
Couple with no children,HH1349108
Couple with no children,HH1349608
Couple with no children,HH1349608
Couple with no children,HH1349708
Couple with no children,HH1349708
Live alone,HH1350008
Live alone,HH1350408
Lone parent with independent children only,HH1350708
Lone parent with independent children only,HH1350708
Couple with dependent children,HH1350908
Couple with dependent children,HH1350908
Couple with dependent children,HH1350908
Couple with no children,HH1351808
Couple with no children,HH1351808
Households containing two or more families,HH1352108
Households containing two or more families,HH1352108
Other,HH1352408
Other,NA
,
Couple with independent children only,HH1352508
Couple with independent children only,HH1352508
Couple with independent children only,HH1352508
Couple with no children,HH1353008
Couple with no children,NA
,
Couple with no children,NA
,
Couple with independent children only,HH1353508
Couple with independent children only,HH1353508
Couple with independent children only,HH1353508
Couple with independent children only,HH1353508
Live alone,HH1354008
NA,HH2000109
NA,HH2000209
NA,HH2000309
NA,HH2000409
NA,HH2000509
NA,HH2000609
NA,HH2000709
NA,HH2000809
NA,HH2000909
NA,HH2001009
NA,HH2001109
NA,HH2001209
NA,HH2001309
NA,HH2001409
NA,HH2001509
NA,HH2001609
NA,HH2001709
NA,HH2001809
NA,HH2002009
NA,HH2002609
NA,HH2002809
NA,HH2002909
NA,HH2003009
NA,HH2003109
NA,HH2003209
NA,HH2003309
NA,HH2003409
NA,HH2003509
NA,HH2003609
NA,HH2003709
NA,HH2003809
NA,HH2003909
NA,HH2004009
NA,HH2004109
NA,HH2004209
NA,HH2004309
NA,HH2004409
NA,HH2004509
NA,HH2004609
NA,HH2004709
NA,HH2004809
NA,HH2004909
NA,HH2005009
NA,HH2005109
NA,HH2005309
NA,HH2005409
NA,HH2005509
NA,HH2005609
NA,HH2005809
NA,HH2005909
NA,HH2006009
NA,HH2006109
NA,HH2006309
NA,HH2006409
NA,HH2006509
NA,HH2006609
NA,HH2006809
NA,HH2006909
NA,HH2007009
NA,HH2007109
NA,HH2007309
NA,HH2007409
NA,HH2007609
NA,HH2007709
NA,HH2007909
NA,HH2008009
NA,HH2008109
NA,HH2008209
NA,HH2008309
NA,HH2008509
NA,HH2008609
NA,HH2008709
NA,HH2008809
NA,HH2008909
NA,HH2009009
NA,HH2009109
NA,HH2009209
NA,HH2009309
NA,HH2009409
NA,HH2009509
NA,HH2009609
NA,HH2009709
NA,HH2009809
NA,HH2009909
NA,HH2010009
NA,HH2010109
NA,HH2010209
NA,HH2010309
NA,HH2010409
NA,HH2010509
NA,HH2010609
NA,HH2010709
NA,HH2010809
NA,HH2010909
NA,HH2011009
NA,HH2011109
NA,HH2011209
NA,HH2011309
NA,HH2011409
NA,HH2011509
NA,HH2011609
NA,HH2011909
NA,HH2012009
NA,HH2012109
NA,HH2012309
NA,HH2012409
NA,HH2012509
NA,HH2012609
NA,HH2012709
NA,HH2012809
NA,HH2012909
NA,HH2013009
NA,HH2013109
NA,HH2013209
NA,HH2013309
NA,HH2013409
NA,HH2013509
NA,HH2013609
NA,HH2013709
NA,HH2013809
NA,HH2013909
NA,HH2014009
NA,HH2014109
NA,HH2014209
NA,HH2014309
NA,HH2014409
NA,HH2014509
NA,HH2014709
NA,HH2014809
NA,HH2014909
NA,HH2015009
NA,HH2015109
NA,HH2015209
NA,HH2015409
NA,HH2015509
NA,HH2015609
NA,HH2015809
NA,HH2015909
NA,HH2016009
NA,HH2016109
NA,HH2016209
NA,HH2016309
NA,HH2016409
NA,HH2016509
NA,HH2016609
NA,HH2016809
NA,HH2016909
NA,HH2017009
NA,HH2017109
NA,HH2017209
NA,HH2017409
NA,HH2017509
NA,HH2017609
NA,HH2017709
NA,HH2017809
NA,HH2017909
NA,HH2018009
NA,HH2018109
NA,HH2018309
NA,HH2018409
NA,HH2018509
NA,HH2018609
NA,HH2018709
NA,HH2018809
NA,HH2018909
NA,HH2019009
NA,HH2019109
NA,HH2019309
NA,HH2019409
NA,HH2019509
NA,HH2019609
NA,HH2019709
NA,HH2019809
NA,HH2019909
NA,HH2020209
NA,HH2020309
NA,HH2020409
NA,HH2020509
NA,HH2020709
NA,HH2020809
NA,HH2020909
NA,HH2021009
NA,HH2021109
NA,HH2021209
NA,HH2021309
NA,HH2021409
NA,HH2021509
NA,HH2021609
NA,HH2021709
NA,HH2021809
NA,HH2021909
NA,HH2022009
NA,HH2022109
NA,HH2022209
NA,HH2022309
NA,HH2022509
NA,HH2022609
NA,HH2022709
NA,HH2022809
NA,HH2022909
NA,HH2023009
NA,HH2023109
NA,HH2023309
NA,HH2023409
NA,HH2023509
NA,HH2023609
NA,HH2023709
NA,HH2023809
NA,HH2023909
NA,HH2024009
NA,HH2024109
NA,HH2024209
NA,HH2024309
NA,HH2024409
NA,HH2024609
NA,HH2024709
NA,HH2024809
NA,HH2024909
NA,HH2025009
NA,HH2025109
NA,HH2025209
NA,HH2025309
NA,HH2025409
NA,HH2025509
NA,HH2025609
NA,HH2025709
NA,HH2025809
NA,HH2025909
NA,HH2026009
NA,HH2026309
NA,HH2026409
NA,HH2026509
NA,HH2026609
NA,HH2026709
NA,HH2026809
NA,HH2026909
NA,HH2027009
NA,HH2027109
NA,HH2027209
NA,HH2027309
NA,HH2027409
NA,HH2027509
NA,HH2027609
NA,HH2027709
NA,HH2027809
NA,HH2028109
NA,HH2028209
NA,HH2028309
NA,HH2028409
NA,HH2028509
NA,HH2028609
NA,HH2028709
NA,HH2028809
NA,HH2028909
NA,HH2029009
NA,HH2029109
NA,HH2029209
NA,HH2029309
NA,HH2029409
NA,HH2029509
NA,HH2029609
NA,HH2029709
NA,HH2029809
NA,HH2029909
NA,HH2030009
NA,HH2030109
NA,HH2030209
NA,HH2030409
NA,HH2030609
NA,HH2030709
NA,HH2030809
NA,HH2030909
NA,HH2031009
NA,HH2031109
NA,HH2031209
NA,HH2031309
NA,HH2031409
NA,HH2031509
NA,HH2031609
NA,HH2031709
NA,HH2031809
NA,HH2031909
NA,HH2032009
NA,HH2032109
NA,HH2032209
NA,HH2032309
NA,HH2032409
NA,HH2032509
NA,HH2032609
NA,HH2032709
NA,HH2033009
NA,HH2033109
NA,HH2033209
NA,HH2033309
NA,HH2033409
NA,HH2033509
NA,HH2033609
NA,HH2033709
NA,HH2033809
NA,HH2033909
NA,HH2034009
NA,HH2034109
NA,HH2034209
NA,HH2034309
NA,HH2034409
NA,HH2034609
NA,HH2034709
NA,HH2034809
NA,HH2034909
NA,HH2035009
NA,HH2035109
NA,HH2035409
NA,HH2035509
NA,HH2035609
NA,HH2035709
NA,HH2035809
NA,HH2035909
NA,HH2036009
NA,HH2036109
NA,HH2036209
NA,HH2036309
NA,HH2036409
NA,HH2036509
NA,HH2036609
NA,HH2036709
NA,HH2036809
NA,HH2036909
NA,HH2037109
NA,HH2037309
NA,HH2037409
NA,HH2037509
NA,HH2037609
NA,HH2037709
NA,HH2037809
NA,HH2037909
NA,HH2038009
NA,HH2038109
NA,HH2038209
NA,HH2038309
NA,HH2038409
NA,HH2038509
NA,HH2038709
NA,HH2038809
NA,HH2038909
NA,HH2039009
NA,HH2039109
NA,HH2039209
NA,HH2039309
NA,HH2039409
NA,HH2039509
NA,HH2039609
NA,HH2039709
NA,HH2039809
NA,HH2039909
NA,HH2040009
NA,HH2040109
NA,HH2040209
NA,HH2040309
NA,HH2040409
NA,HH2040609
NA,HH2040709
NA,HH2040909
NA,HH2041009
NA,HH2041109
NA,HH2041309
NA,HH2041409
NA,HH2041509
NA,HH2041609
NA,HH2041909
NA,HH2042209
NA,HH2042309
NA,HH2042409
NA,HH2042509
NA,HH2042609
NA,HH2042809
NA,HH2042909
NA,HH2043009
NA,HH2043209
NA,HH2043309
NA,HH2043409
NA,HH2043509
NA,HH2043609
NA,HH2043709
NA,HH2043809
NA,HH2044009
NA,HH2044109
NA,HH2044209
NA,HH2044409
NA,HH2044509
NA,HH2044609
NA,HH2044709
NA,HH2044809
NA,HH2044909
NA,HH2045009
NA,HH2045109
NA,HH2045209
NA,HH2045309
NA,HH2045409
NA,HH2045509
NA,HH2045709
NA,HH2046009
NA,HH2046109
NA,HH2046209
NA,HH2046309
NA,HH2046509
NA,HH2046609
NA,HH2046709
NA,HH2046809
NA,HH2046909
NA,HH2047109
NA,HH2047209
NA,HH2047309
NA,HH2047409
NA,HH2047509
NA,HH2047609
NA,HH2047909
NA,HH2048009
NA,HH2048109
NA,HH2048209
NA,HH2048309
NA,HH2048409
NA,HH2048509
NA,HH2048609
NA,HH2048709
NA,HH2048809
NA,HH2048909
NA,HH2049009
NA,HH2049109
NA,HH2049209
NA,HH2049309
NA,HH2050409
NA,HH2050809
NA,HH2051009
NA,HH2051309
NA,HH2051809
NA,HH2052009
NA,HH2052809
NA,HH2053209
NA,HH2054109
NA,HH2054209
NA,HH2055309
NA,HH2055509
NA,HH2055709
NA,HH2056409
NA,HH2056709
NA,HH2057009
NA,HH2057109
NA,HH2057209
NA,HH2057309
NA,HH2057409
NA,HH2057509
NA,HH2057609
NA,HH2057709
NA,HH2057809
NA,HH2057909
NA,HH2058009
NA,HH2058109
NA,HH2058209
NA,HH2058309
NA,HH2058409
NA,HH2058509
NA,HH2058609
NA,HH2058709
NA,HH2058809
NA,HH2058909
NA,HH2059009
NA,HH2059109
NA,HH2059309
NA,HH2059409
NA,HH2059509
NA,HH2059609
NA,HH2059709
NA,HH2059809
NA,HH2059909
NA,HH2060009
NA,HH2060309
NA,HH2060509
NA,HH2060609
NA,HH2060709
NA,HH2060809
NA,HH2060909
NA,HH2061009
NA,HH2061109
NA,HH2061209
NA,HH2061309
NA,HH2061409
NA,HH2061509
NA,HH2061609
NA,HH2061709
NA,HH2061809
NA,HH2061909
NA,HH2062109
NA,HH2062209
NA,HH2062309
NA,HH2062609
NA,HH2062709
NA,HH2062809
NA,HH2063109
NA,HH2063209
NA,HH2063309
NA,HH2063409
NA,HH2063509
NA,HH2063609
NA,HH2063709
NA,HH2063909
NA,HH2064009
NA,HH2064109
NA,HH2064309
NA,HH2064509
NA,HH2064609
NA,HH2064709
NA,HH2064809
NA,HH2064909
NA,HH2065009
NA,HH2065109
NA,HH2065209
NA,HH2065309
NA,HH2065409
NA,HH2065509
NA,HH2065709
NA,HH2065809
NA,HH2069309
NA,HH2069409
NA,HH2069509
NA,HH2069609
NA,HH2069709
NA,HH2069809
NA,HH2069909
NA,HH2070009
NA,HH2070109
NA,HH2070209
NA,HH2070309
NA,HH2070409
NA,HH2070509
NA,HH2070609
NA,HH2070709
NA,HH2070909
NA,HH2071009
NA,HH2071109
NA,HH2071209
NA,HH2071309
NA,HH2071409
NA,HH2071509
NA,HH2071609
NA,HH2071709
NA,HH2071809
NA,HH2071909
NA,HH2072009
NA,HH2072109
NA,HH2072209
NA,HH2072309
NA,HH2072409
NA,HH2072509
NA,HH2072709
NA,HH2072809
NA,HH2072909
NA,HH2073009
NA,HH2073109
NA,HH2073209
NA,HH2073309
NA,HH2073409
NA,HH2073509
NA,HH2073609
NA,HH2073709
NA,HH2073809
NA,HH2073909
NA,HH2074009
NA,HH2074109
NA,HH2074209
NA,HH2074309
NA,HH2074409
NA,HH2074509
NA,HH2074609
NA,HH2074709
NA,HH2074809
NA,HH2074909
NA,HH2075009
NA,HH2075109
NA,HH2075209
NA,HH2075309
NA,HH2075409
NA,HH2075509
NA,HH2075709
NA,HH2075809
NA,HH2075909
NA,HH2076009
NA,HH2076109
NA,HH2076209
NA,HH2076309
NA,HH2076409
NA,HH2076509
NA,HH2076609
NA,HH2076709
NA,HH2076809
NA,HH2076909
NA,HH2077009
NA,HH2077109
NA,HH2077209
NA,HH2077309
NA,HH2077409
NA,HH2077509
NA,HH2077609
NA,HH2077709
NA,HH2077809
NA,HH2077909
NA,HH2078009
NA,HH2078209
NA,HH2078309
NA,HH2078409
NA,HH2078509
NA,HH2078609
NA,HH2078709
NA,HH2078809
NA,HH2078909
NA,HH2079009
NA,HH2079109
NA,HH2079209
NA,HH2079309
NA,HH2079409
NA,HH2079509
NA,HH2079609
NA,HH2079709
NA,HH2079809
NA,HH2079909
NA,HH2080009
NA,HH2080109
NA,HH2080209
NA,HH2080309
NA,HH2080409
NA,HH2080509
NA,HH2080609
NA,HH2080709
NA,HH2080809
NA,HH2080909
NA,HH2081009
NA,HH2081109
NA,HH2081209
NA,HH2081309
NA,HH2081409
NA,HH2081609
NA,HH2081709
NA,HH2081809
NA,HH2081909
NA,HH2082009
NA,HH2082109
NA,HH2082209
NA,HH2082309
NA,HH2082409
NA,HH2082509
NA,HH2082609
NA,HH2082709
NA,HH2082809
NA,HH2082909
NA,HH2083009
NA,HH2083109
NA,HH2083309
NA,HH2083409
NA,HH2083509
NA,HH2083609
NA,HH2083709
NA,HH2083809
NA,HH2083909
NA,HH2084009
NA,HH2084109
NA,HH2084209
NA,HH2084309
NA,HH2084409
NA,HH2084509
NA,HH2084609
NA,HH2084709
NA,HH2084809
NA,HH2084909
NA,HH2085009
NA,HH2085109
NA,HH2085209
NA,HH2085309
NA,HH2085409
NA,HH2085509
NA,HH2085709
NA,HH2085809
NA,HH2085909
NA,HH2086009
NA,HH2086109
NA,HH2086209
NA,HH2086309
NA,HH2086409
NA,HH2086509
NA,HH2086609
NA,HH2086709
NA,HH2086809
NA,HH2086909
NA,HH2087009
NA,HH2087109
NA,HH2087209
NA,HH2087309
NA,HH2087409
NA,HH2087509
NA,HH2087609
NA,HH2087709
NA,HH2087809
NA,HH2087909
NA,HH2088009
NA,HH2088209
NA,HH2088309
NA,HH2088409
NA,HH2088509
NA,HH2088609
NA,HH2088709
NA,HH2088909
NA,HH2089009
NA,HH2089109
NA,HH2089209
NA,HH2089309
NA,HH2089409
NA,HH2089509
NA,HH2089609
NA,HH2089709
NA,HH2089809
NA,HH2089909
NA,HH2090109
NA,HH2090209
NA,HH2090409
NA,HH2090509
NA,HH2090609
NA,HH2090709
NA,HH2090809
NA,HH2090909
NA,HH2091009
NA,HH2091109
NA,HH2091209
NA,HH2091509
NA,HH2091609
NA,HH2091709
NA,HH2091809
NA,HH2091909
NA,HH2092009
NA,HH2092109
NA,HH2092209
NA,HH2092309
NA,HH2092409
NA,HH2092509
NA,HH2092609
NA,HH2092709
NA,HH2092809
NA,HH2093009
NA,HH2093109
NA,HH2093209
NA,HH2093309
NA,HH2093409
NA,HH2093509
NA,HH2093609
NA,HH2093709
NA,HH2093809
NA,HH2093909
NA,HH2094009
NA,HH2094109
NA,HH2094209
NA,HH2094309
NA,HH2094409
NA,HH2094509
NA,HH2094609
NA,HH2094709
NA,HH2094809
NA,HH2095009
NA,HH2095109
NA,HH2095209
NA,HH2095309
NA,HH2095409
NA,HH2095509
NA,HH2095609
NA,HH2095709
NA,HH2095809
NA,HH2095909
NA,HH2096009
NA,HH2096109
NA,HH2096209
NA,HH2096309
NA,HH2096409
NA,HH2096509
NA,HH2096609
NA,HH2096709
NA,HH2096909
NA,HH2097009
NA,HH2097109
NA,HH2097209
NA,HH2097309
NA,HH2097409
NA,HH2097509
NA,HH2097609
NA,HH2097709
NA,HH2097809
NA,HH2097909
NA,HH2098009
NA,HH2098109
NA,HH2098209
NA,HH2098309
NA,HH2098409
NA,HH2098509
NA,HH2098609
NA,HH2098709
NA,HH2098809
NA,HH2098909
NA,HH2099009
NA,HH2099109
NA,HH2099209
NA,HH2099309
NA,HH2099409
NA,HH2099509
NA,HH2099609
NA,HH2099709
NA,HH2099809
NA,HH2099909
NA,HH2100009
NA,HH2100109
NA,HH2100209
NA,HH2100309
NA,HH2100409
NA,HH2100509
NA,HH2100909
NA,HH2101009
NA,HH2101109
NA,HH2101209
NA,HH2101309
NA,HH2101409
NA,HH2101509
NA,HH2101609
NA,HH2101709
NA,HH2101809
NA,HH2101909
NA,HH2102009
NA,HH2102109
NA,HH2102209
NA,HH2102309
NA,HH2102409
NA,HH2102509
NA,HH2102609
NA,HH2102709
NA,HH2102809
NA,HH2102909
NA,HH2103009
NA,HH2103109
NA,HH2103209
NA,HH2103309
NA,HH2103409
NA,HH2103509
NA,HH2103609
NA,HH2103709
NA,HH2103809
NA,HH2103909
NA,HH2104009
NA,HH2104109
NA,HH2104209
NA,HH2104309
NA,HH2104409
NA,HH2104509
NA,HH2104609
NA,HH2104709
NA,HH2104909
NA,HH2105009
NA,HH2105109
NA,HH2105209
NA,HH2105309
NA,HH2105409
NA,HH2105509
NA,HH2105609
NA,HH2105809
NA,HH2105909
NA,HH2106009
NA,HH2106109
NA,HH2106209
NA,HH2106309
NA,HH2106409
NA,HH2106509
NA,HH2106609
NA,HH2106809
NA,HH2106909
NA,HH2107009
NA,HH2107109
NA,HH2107209
NA,HH2107309
NA,HH2107409
NA,HH2107509
NA,HH2107609
NA,HH2107709
NA,HH2107909
NA,HH2108109
NA,HH2108209
NA,HH2108309
NA,HH2108409
NA,HH2108509
NA,HH2108709
NA,HH2108809
NA,HH2108909
NA,HH2109009
NA,HH2109109
NA,HH2109209
NA,HH2109409
NA,HH2109509
NA,HH2109609
NA,HH2109709
NA,HH2109809
NA,HH2109909
NA,HH2110009
NA,HH2110109
NA,HH2110209
NA,HH2110309
NA,HH2110409
NA,HH2110509
NA,HH2110609
NA,HH2110709
NA,HH2110809
NA,HH2110909
NA,HH2111009
NA,HH2111109
NA,HH2111209
NA,HH2111309
NA,HH2111409
NA,HH2111509
NA,HH2111609
NA,HH2111809
NA,HH2111909
NA,HH2112009
NA,HH2112109
NA,HH2112209
NA,HH2112309
NA,HH2112409
NA,HH2112509
NA,HH2112609
NA,HH2112809
NA,HH2112909
NA,HH2113109
NA,HH2113209
NA,HH2113309
NA,HH2113409
NA,HH2113509
NA,HH2113609
NA,HH2113709
NA,HH2113809
NA,HH2113909
NA,HH2114009
NA,HH2114109
NA,HH2114209
NA,HH2114409
NA,HH2114509
NA,HH2114609
NA,HH2114709
NA,HH2114909
NA,HH2115009
NA,HH2115109
NA,HH2115409
NA,HH2115509
NA,HH2115609
NA,HH2115709
NA,HH2115809
NA,HH2116109
NA,HH2116209
NA,HH2116309
NA,HH2116409
NA,HH2116509
NA,HH2116609
NA,HH2116709
NA,HH2116809
NA,HH2116909
NA,HH2117009
NA,HH2117109
NA,HH2117209
NA,HH2117309
NA,HH2117409
NA,HH2117609
NA,HH2117809
NA,HH2118009
NA,HH2118109
NA,HH2118209
NA,HH2118309
NA,HH2118509
NA,HH2118609
NA,HH2118709
NA,HH2118809
NA,HH2118909
NA,HH2119209
NA,HH2119309
NA,HH2119409
NA,HH2119609
NA,HH2119709
NA,HH2120209
NA,HH2120409
NA,HH2120509
NA,HH2120609
NA,HH2120809
NA,HH2120909
NA,HH2121109
NA,HH2121309
NA,HH2121409
NA,HH2121509
NA,HH2121609
NA,HH2121709
NA,HH2121809
NA,HH2121909
NA,HH2122009
NA,HH2122109
NA,HH2122209
NA,HH2122409
NA,HH2122709
NA,HH2122809
NA,HH2123109
NA,HH2123209
NA,HH2123309
NA,HH2123409
NA,HH2123609
NA,HH2123709
NA,HH2123809
NA,HH2123909
NA,HH2124009
NA,HH2124109
NA,HH2124409
NA,HH2124509
NA,HH2124609
NA,HH2124709
NA,HH2124809
NA,HH2124909
NA,HH2125009
NA,HH2125109
NA,HH2125209
NA,HH2125409
NA,HH2125509
NA,HH2125609
NA,HH2125809
NA,HH2125909
NA,HH2126009
NA,HH2126109
NA,HH2126409
NA,HH2126509
NA,HH2126609
NA,HH2126709
NA,HH2126909
NA,HH2127009
NA,HH2127109
NA,HH2127209
NA,HH2127409
NA,HH2127509
NA,HH2127809
NA,HH2127909
NA,HH2128009
NA,HH2128109
NA,HH2128209
NA,HH2128309
NA,HH2128409
NA,HH2128509
NA,HH2128709
NA,HH2128909
NA,HH2129009
NA,HH2129109
NA,HH2129209
NA,HH2129309
NA,HH2129509
NA,HH2129609
NA,HH2129709
NA,HH2129809
NA,HH2129909
NA,HH2130009
NA,HH2130109
NA,HH2130209
NA,HH2130609
NA,HH2130709
NA,HH2130809
NA,HH2130909
NA,HH2131109
NA,HH2131209
NA,HH2131309
NA,HH2131409
NA,HH2131509
NA,HH2131609
NA,HH2131709
NA,HH2132109
NA,HH2132209
NA,HH2132309
NA,HH2132409
NA,HH2132509
NA,HH2132609
NA,HH2133109
NA,HH2133209
NA,HH2133409
NA,HH2133509
NA,HH2133609
NA,HH2133709
NA,HH2134109
NA,HH2134509
NA,HH2134709
NA,HH2134909
NA,HH2135009
NA,HH2135509
NA,HH2135609
NA,HH2135709
NA,HH2135909
NA,HH2136109
