"urban","age","sex","c.all","c.touch","c.age.under5","c.age.6to19","c.age.20to64","c.age.over65","c.home","c.work","c.all.other","c.dur.1","c.dur.2","c.dur.3","c.dur.4","c.freq.1","c.freq.2","c.freq.3","c.freq.4","c.freq.5","dist.1","dist.2","dist.3","dist.4"
"Rural","70-74","female",13,1,0,1,11,1,3,0,10,4,0,0,9,11,0,0,2,0,13,0,0,0
"Rural","35-39","male",6,3,1,2,2,1,3,3,0,0,0,1,5,4,0,0,2,0,3,3,0,0
"Rural","35-39","female",10,3,0,3,7,0,10,0,0,3,0,0,7,10,0,0,0,0,10,0,0,0
"Rural","10-14","male",4,2,0,2,2,0,2,0,2,0,0,0,4,4,0,0,0,0,4,0,0,0
"Rural","15-19","male",5,3,1,1,3,0,0,0,5,2,0,0,3,2,0,1,2,0,1,4,0,0
"Rural","35-39","female",35,5,0,2,33,0,2,30,3,3,0,0,32,32,3,0,0,0,35,0,0,0
"Rural","50-54","male",10,1,0,0,10,0,2,0,8,3,0,0,7,10,0,0,0,0,10,0,0,0
"Rural","50-54","male",34,0,0,1,33,0,9,15,10,10,0,5,19,25,4,0,5,0,34,0,0,0
"Rural","45-49","male",2,0,0,0,2,0,2,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0
"Rural","15-19","male",9,0,0,0,9,0,2,0,7,3,2,0,4,6,2,0,0,1,9,0,0,0
"Rural","35-39","female",16,2,0,1,15,0,2,0,14,11,0,0,5,8,0,2,0,6,16,0,0,0
"Rural","65-69","female",6,2,1,1,3,1,6,0,0,0,0,0,6,6,0,0,0,0,6,0,0,0
"Rural","10-14","female",10,6,1,1,8,0,8,0,2,4,0,0,6,10,0,0,0,0,10,0,0,0
"Rural","30-34","female",20,2,1,1,18,0,19,0,1,15,0,0,5,20,0,0,0,0,20,0,0,0
"Rural","65-69","male",10,1,1,0,8,1,3,0,6,6,0,0,4,7,3,0,0,0,4,6,0,0
"Rural","65-69","female",4,4,1,0,3,0,4,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0
"Rural","25-29","female",23,4,1,0,22,0,5,12,6,17,0,0,6,21,0,0,0,2,18,5,0,0
"Rural","35-39","female",18,0,0,2,13,3,8,10,0,10,0,0,8,8,10,0,0,0,18,0,0,0
"Rural","65-69","male",34,5,0,2,21,1,8,0,26,20,3,0,11,18,0,0,0,16,18,12,4,0
"Rural","60-64","female",8,0,0,2,4,2,8,0,0,0,0,0,8,8,0,0,0,0,8,0,0,0
"Rural","80+","female",10,0,0,0,7,3,0,0,10,7,0,0,3,6,0,0,0,4,6,4,0,0
"Rural","70-74","male",13,0,0,1,3,9,5,0,8,4,0,0,9,13,0,0,0,0,13,0,0,0
"Rural","60-64","female",6,3,1,2,3,0,6,0,0,0,0,0,6,6,0,0,0,0,6,0,0,0
"Rural","30-34","male",6,2,2,1,3,0,6,0,0,0,0,0,6,6,0,0,0,0,6,0,0,0
"Rural","40-44","female",41,0,0,0,41,0,0,30,11,31,6,0,4,14,16,1,0,10,30,11,0,0
"Rural","50-54","female",25,0,0,0,25,0,3,12,10,12,0,0,13,23,0,0,0,2,3,22,0,0
"Rural","45-49","female",24,8,4,4,14,1,12,3,9,20,0,0,4,24,0,0,0,0,16,8,0,0
"Rural","45-49","male",6,1,0,0,5,1,5,0,1,1,0,0,5,5,1,0,0,0,6,0,0,0
"Rural","40-44","male",13,1,0,0,13,0,3,10,0,10,0,0,3,13,0,0,0,0,13,0,0,0
"Rural","70-74","female",27,0,0,0,27,0,1,0,26,1,0,0,26,26,0,1,0,0,26,1,0,0
"Rural","40-44","female",13,0,0,0,12,1,1,6,6,6,0,0,7,13,0,0,0,0,7,6,0,0
"Rural","55-59","female",15,2,1,0,14,0,2,0,13,13,0,0,2,15,0,0,0,0,15,0,0,0
"Rural","55-59","male",19,1,1,0,18,0,2,10,7,17,0,0,2,5,0,14,0,0,5,14,0,0
"Rural","45-49","female",25,1,11,10,24,0,4,5,16,15,3,5,2,22,0,3,0,0,25,0,0,0
"Rural","45-49","male",20,0,0,0,20,0,1,0,19,19,0,0,1,11,0,0,8,1,11,9,0,0
"Rural","25-29","female",15,2,2,0,11,2,3,0,12,0,10,0,5,15,0,0,0,0,15,0,0,0
"Rural","60-64","male",15,7,1,0,14,0,2,5,8,8,0,0,7,15,0,0,0,0,15,0,0,0
"Rural","70-74","female",23,0,10,10,13,10,0,0,23,11,0,0,12,23,0,0,0,0,23,0,0,0
"Rural","45-49","female",12,0,8,0,12,8,2,0,2,10,0,0,2,10,1,0,1,0,11,1,0,0
"Rural","35-39","male",26,2,0,1,24,1,2,17,7,22,0,0,4,22,4,0,0,0,6,20,0,0
"Rural","75-79","female",9,0,0,3,3,3,8,0,1,0,0,1,8,8,0,0,1,0,8,1,0,0
"Rural","35-39","male",18,1,1,0,12,1,3,2,13,2,0,3,13,3,9,6,0,0,8,10,0,0
"Rural","75-79","female",3,0,0,1,2,0,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0
"Rural","55-59","male",5,1,0,0,5,0,1,0,4,4,0,0,1,4,1,0,0,0,4,1,0,0
"Rural","80+","female",3,0,0,0,1,2,2,0,1,0,0,0,3,3,0,0,0,0,3,0,0,0
"Rural","80+","male",2,0,0,0,0,2,1,0,1,0,0,0,2,2,0,0,0,0,2,0,0,0
"Rural","65-69","male",30,0,0,0,17,5,1,0,29,30,0,0,0,30,0,0,0,0,29,1,0,0
"Rural","75-79","male",76,0,0,0,75,61,1,0,75,12,20,0,44,76,0,0,0,0,21,55,0,0
"Rural","75-79","female",11,2,1,0,9,1,1,0,10,7,0,0,4,11,0,0,0,0,11,0,0,0
"Rural","30-34","male",9,6,1,0,8,0,6,0,3,0,3,2,4,9,0,0,0,0,6,3,0,0
"Rural","40-44","male",49,3,1,2,46,0,7,35,7,34,0,0,15,19,0,30,0,0,10,39,0,0
"Rural","35-39","male",7,5,2,2,3,0,7,0,0,0,0,0,7,7,0,0,0,0,7,0,0,0
"Rural","30-34","female",7,5,2,2,3,0,7,0,0,0,0,0,7,7,0,0,0,0,7,0,0,0
"Rural","35-39","female",7,2,0,2,5,0,7,0,0,0,0,0,7,7,0,0,0,0,7,0,0,0
"Rural","55-59","female",13,4,3,2,8,0,12,0,1,1,0,0,12,13,0,0,0,0,13,0,0,0
"Rural","55-59","male",15,5,4,3,8,0,15,0,0,0,0,0,15,15,0,0,0,0,15,0,0,0
"Rural","25-29","male",8,4,3,1,4,0,8,0,0,0,0,0,8,7,1,0,0,0,8,0,0,0
"Rural","50-54","female",12,0,0,0,7,0,0,0,12,0,0,0,12,12,0,0,0,0,12,0,0,0
"Rural","70-74","male",7,0,0,3,3,1,5,0,2,2,0,0,5,4,0,1,2,0,6,1,0,0
"Rural","65-69","female",6,0,0,3,1,2,5,0,1,1,0,0,5,5,0,0,1,0,6,0,0,0
"Rural","60-64","male",5,4,3,0,2,0,4,0,1,1,0,0,4,5,0,0,0,0,5,0,0,0
"Rural","55-59","female",5,1,3,3,2,0,5,0,0,4,0,0,1,5,0,0,0,0,5,0,0,0
"Rural","45-49","male",16,1,0,0,16,0,1,0,15,13,0,0,3,11,0,2,0,3,11,2,3,0
"Rural","45-49","female",10,0,0,0,10,0,1,6,3,3,0,0,7,9,0,1,0,0,10,0,0,0
"Rural","40-44","male",8,1,0,1,7,0,2,5,1,1,0,0,7,7,0,1,0,0,3,5,0,0
"Rural","40-44","female",12,1,0,1,11,0,2,0,10,10,0,0,2,11,0,1,0,0,12,0,0,0
"Rural","40-44","male",36,3,0,0,36,10,7,13,16,16,8,6,6,12,22,0,0,2,30,6,0,0
"Rural","40-44","female",44,11,0,0,44,0,1,35,8,29,4,0,11,44,0,0,0,0,44,0,0,0
"Rural","20-24","male",11,4,0,0,11,0,6,0,5,6,0,0,5,11,0,0,0,0,6,5,0,0
"Rural","55-59","female",6,4,0,0,6,0,5,0,1,0,1,0,5,6,0,0,0,0,6,0,0,0
"Rural","25-29","female",17,17,0,0,17,0,4,13,0,0,0,0,17,17,0,0,0,0,9,8,0,0
"Rural","20-24","female",23,5,0,0,23,0,5,18,0,0,0,0,23,23,0,0,0,0,5,18,0,0
"Rural","25-29","male",10,4,0,0,10,0,6,0,4,4,0,0,6,5,0,1,0,4,10,0,0,0
"Rural","25-29","male",13,9,0,0,13,0,6,5,2,3,1,0,9,12,0,1,0,0,6,7,0,0
"Rural","60-64","female",4,1,0,0,4,0,1,0,3,0,3,0,1,4,0,0,0,0,4,0,0,0
"Rural","60-64","male",26,1,0,0,26,0,1,0,25,12,0,1,13,20,0,6,0,0,20,6,0,0
"Rural","30-34","female",12,2,1,1,10,0,2,0,9,7,1,2,2,9,3,0,0,0,5,7,0,0
"Rural","5-9","male",36,35,33,1,2,0,1,0,35,1,0,0,35,36,0,0,0,0,2,34,0,0
"Rural","45-49","male",3,3,0,2,1,0,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0
"Rural","15-19","female",5,3,0,0,5,0,3,0,2,2,0,0,3,2,2,0,0,1,3,2,0,0
"Rural","45-49","female",38,3,0,1,37,0,2,0,36,0,35,1,2,3,0,0,35,0,38,0,0,0
"Rural","40-44","female",13,1,0,0,13,0,1,0,12,3,5,0,5,10,3,0,0,0,10,3,0,0
"Rural","50-54","male",13,2,0,1,7,0,2,0,11,1,0,5,7,8,5,0,0,0,2,11,0,0
"Rural","50-54","female",4,1,0,0,4,0,1,0,3,0,3,0,1,4,0,0,0,0,4,0,0,0
"Rural","55-59","male",1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"Rural","55-59","male",47,1,1,3,43,0,4,6,37,30,7,0,10,27,0,11,3,6,30,17,0,0
"Rural","55-59","male",36,0,0,20,36,20,0,0,36,26,0,0,10,30,0,0,0,6,30,6,0,0
"Rural","50-54","female",9,0,0,0,8,1,2,6,1,2,0,0,7,8,0,1,0,0,9,0,0,0
"Rural","25-29","male",9,0,0,0,9,0,0,4,5,6,0,0,3,4,2,0,3,0,0,0,0,9
"Rural","25-29","female",27,7,1,0,25,1,12,0,15,8,2,0,17,26,0,1,0,0,18,9,0,0
"Rural","35-39","female",7,2,0,1,6,0,2,4,1,5,0,0,2,6,0,0,0,1,3,4,0,0
"Rural","5-9","male",15,13,2,7,5,1,2,0,13,2,0,0,13,15,0,0,0,0,7,8,0,0
"Rural","35-39","male",29,2,0,1,28,0,2,24,3,3,4,0,22,26,0,0,0,3,2,0,27,0
"Rural","65-69","male",60,3,42,40,57,21,55,0,5,25,30,0,5,48,10,0,2,0,55,5,0,0
"Rural","70-74","female",1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
"Rural","25-29","female",17,2,2,0,14,1,4,13,0,11,0,0,6,17,0,0,0,0,17,0,0,0
"Rural","30-34","male",9,0,0,0,9,0,0,9,0,0,5,0,4,9,0,0,0,0,0,9,0,0
"Rural","5-9","female",7,2,3,0,4,0,3,2,2,0,0,0,7,7,0,0,0,0,3,4,0,0
"Rural","60-64","male",74,1,0,0,74,0,1,50,23,53,20,0,1,51,3,20,0,0,21,53,0,0
"Rural","40-44","female",24,1,0,0,24,0,1,0,23,3,20,0,1,1,3,20,0,0,21,3,0,0
"Rural","15-19","female",9,2,0,6,3,0,0,0,9,5,0,0,4,9,0,0,0,0,0,9,0,0
"Rural","75-79","male",53,0,0,0,53,50,1,0,52,52,0,0,1,51,0,0,0,2,51,2,0,0
"Rural","50-54","male",19,2,1,0,18,0,7,6,6,6,0,0,13,17,2,0,0,0,7,12,0,0
"Rural","60-64","male",43,0,0,0,43,0,0,0,43,32,0,0,10,0,0,1,42,0,0,0,43,0
"Rural","60-64","male",6,1,0,1,5,0,4,2,0,0,0,0,6,6,0,0,0,0,6,0,0,0
"Rural","60-64","female",9,2,0,6,8,5,4,0,5,5,0,0,4,9,0,0,0,0,4,5,0,0
"Rural","75-79","male",2,0,0,0,2,0,0,0,2,0,1,0,1,1,0,0,1,0,2,0,0,0
"Rural","35-39","male",10,2,0,4,6,0,2,0,8,5,3,0,2,10,0,0,0,0,10,0,0,0
"Rural","50-54","female",5,1,1,0,4,0,4,0,1,1,0,0,4,5,0,0,0,0,5,0,0,0
"Rural","50-54","female",5,2,0,2,3,0,5,0,0,0,0,0,5,5,0,0,0,0,5,0,0,0
"Rural","55-59","male",10,4,1,0,9,0,4,0,6,5,1,0,4,8,0,1,0,1,8,2,0,0
"Rural","30-34","male",24,2,1,0,23,0,4,18,2,2,0,0,22,23,0,1,0,0,5,19,0,0
"Rural","25-29","female",18,5,1,1,16,0,5,13,0,11,2,1,4,16,0,0,2,0,4,13,0,0
"Rural","40-44","male",135,2,0,4,129,2,129,6,0,0,120,0,15,135,0,0,0,0,135,0,0,0
"Rural","35-39","female",38,3,0,2,35,1,4,33,1,32,0,0,6,7,0,0,0,31,34,0,0,0
"Rural","5-9","male",10,5,1,2,5,2,3,0,7,0,0,3,7,9,1,0,0,0,7,0,0,0
"Rural","10-14","female",10,3,1,2,5,2,3,0,7,1,0,2,7,9,1,0,0,0,7,0,0,0
"Rural","35-39","male",31,3,0,3,16,0,3,5,23,0,0,0,31,7,1,23,0,0,0,15,13,0
"Rural","60-64","male",40,0,0,0,40,0,0,10,30,30,0,0,10,40,0,0,0,0,40,0,0,0
"Rural","60-64","male",4,2,1,0,3,0,2,0,2,2,0,0,2,2,0,0,0,2,2,2,0,0
"Rural","55-59","female",2,2,1,0,1,0,2,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0
"Rural","20-24","male",24,4,0,5,18,1,13,0,11,0,8,1,15,17,0,0,0,7,13,11,0,0
"Rural","50-54","male",19,4,0,2,17,0,4,0,15,15,0,0,4,19,0,0,0,0,19,0,0,0
"Rural","45-49","female",7,4,0,3,3,1,5,0,2,2,0,0,5,7,0,0,0,0,7,0,0,0
"Rural","15-19","female",8,7,0,3,4,1,8,0,0,0,0,0,8,8,0,0,0,0,8,0,0,0
"Rural","15-19","male",7,4,0,2,4,1,6,0,1,1,0,0,6,7,0,0,0,0,6,1,0,0
"Rural","40-44","male",40,13,0,0,40,0,0,5,35,6,0,0,34,5,9,0,22,4,27,11,2,0
"Rural","35-39","female",8,4,0,3,4,4,8,0,0,3,0,0,5,8,0,0,0,0,7,0,0,0
"Rural","65-69","female",10,4,0,4,6,0,9,0,1,4,0,0,6,9,1,0,0,0,10,0,0,0
"Rural","10-14","male",18,17,0,14,3,1,6,0,12,1,0,0,17,18,0,0,0,0,18,0,0,0
"Rural","15-19","female",8,7,0,4,3,1,3,0,5,1,0,0,7,8,0,0,0,0,8,0,0,0
"Rural","50-54","male",12,1,0,0,12,0,2,5,5,0,0,0,12,12,0,0,0,0,12,0,0,0
"Rural","45-49","female",13,2,1,0,12,0,5,0,8,0,8,0,5,13,0,0,0,0,13,0,0,0
"Rural","60-64","male",22,10,0,2,19,1,5,0,17,8,1,0,13,13,0,3,0,6,15,7,0,0
"Rural","40-44","male",13,2,2,7,6,0,3,0,10,0,0,10,3,5,0,0,8,0,13,0,0,0
"Rural","60-64","male",9,3,2,0,7,0,3,0,6,6,0,0,3,9,0,0,0,0,9,0,0,0
"Rural","55-59","female",9,3,2,0,6,1,4,0,5,5,0,0,4,9,0,0,0,0,9,0,0,0
"Rural","65-69","male",11,0,0,0,11,0,1,0,10,5,0,0,6,6,0,0,0,5,11,0,0,0
"Rural","35-39","male",63,3,0,2,61,0,4,5,54,32,0,0,31,41,0,20,0,2,59,0,4,0
"Rural","70-74","male",11,0,0,0,10,11,1,0,10,0,0,0,11,11,0,0,0,0,1,10,0,0
"Rural","70-74","female",8,1,0,0,7,6,1,0,7,2,0,0,6,8,0,0,0,0,8,0,0,0
"Rural","40-44","male",10,4,0,2,8,0,4,0,6,6,0,0,4,10,0,0,0,0,8,2,0,0
"Rural","40-44","female",13,4,0,2,10,1,4,9,0,6,0,0,7,13,0,0,0,0,4,9,0,0
"Rural","45-49","female",6,2,1,0,4,1,6,0,0,0,0,3,3,6,0,0,0,0,6,0,0,0
"Rural","45-49","male",10,2,1,0,9,0,8,0,2,2,0,0,8,10,0,0,0,0,10,0,0,0
"Rural","45-49","male",10,1,0,1,8,1,2,0,8,1,0,0,9,9,0,0,1,0,9,1,0,0
"Rural","80+","female",7,1,0,1,2,4,7,0,0,0,0,0,7,7,0,0,0,0,7,0,0,0
"Rural","10-14","female",7,5,0,3,1,1,7,0,0,2,0,0,5,7,0,0,0,0,7,0,0,0
"Rural","45-49","male",9,0,0,0,9,0,0,2,7,9,0,0,0,3,6,0,0,0,9,0,0,0
"Rural","40-44","male",14,0,0,1,6,7,3,0,11,5,6,0,3,8,0,6,0,0,14,0,0,0
"Urban","45-49","male",1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"Urban","55-59","female",6,0,0,0,6,0,2,0,4,4,0,0,2,2,0,0,4,0,6,0,0,0
"Urban","30-34","female",8,1,0,0,8,0,2,5,0,0,0,0,8,8,0,0,0,0,3,5,0,0
"Urban","55-59","female",2,0,0,0,2,0,0,0,2,1,0,0,1,1,0,0,0,0,0,2,0,0
"Urban","65-69","male",5,2,1,0,4,0,4,0,1,2,2,1,0,3,1,0,1,0,5,0,0,0
"Urban","60-64","female",17,1,1,0,14,6,6,0,11,15,0,0,2,12,0,5,0,0,13,4,0,0
"Urban","30-34","female",2,2,1,0,1,0,2,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0
"Urban","65-69","male",16,1,0,1,15,0,5,0,11,11,0,0,5,5,0,10,0,1,10,6,0,0
"Urban","70-74","male",10,6,0,2,8,0,1,0,10,4,0,0,6,3,0,3,1,2,8,2,0,0
"Urban","60-64","female",20,2,0,2,18,0,7,0,13,3,10,0,7,5,0,12,0,3,20,0,0,0
"Urban","40-44","male",52,9,4,0,52,0,7,3,42,13,0,0,39,4,30,0,0,18,4,43,5,0
"Urban","45-49","female",15,2,0,1,14,0,2,0,13,4,0,8,3,15,0,0,0,0,14,1,0,0
"Urban","60-64","female",8,1,0,0,4,4,2,0,6,3,3,0,2,5,0,0,0,3,5,3,0,0
"Urban","60-64","female",10,6,1,0,9,0,6,0,4,4,0,0,6,7,3,0,0,0,10,0,0,0
"Urban","65-69","male",27,2,1,0,26,0,26,0,1,23,0,0,4,4,23,0,0,0,27,0,0,0
"Urban","35-39","female",4,1,0,1,3,0,2,0,2,2,0,0,2,3,0,0,0,1,4,0,0,0
"Urban","65-69","male",4,2,0,1,3,0,2,0,2,1,2,0,1,1,2,0,1,0,2,2,0,0
"Urban","60-64","female",36,0,0,30,6,0,2,30,4,4,0,0,32,3,2,30,0,1,6,0,30,0
"Urban","25-29","female",8,1,0,0,8,0,3,0,5,0,2,0,6,1,2,0,5,0,3,0,5,0
"Urban","60-64","male",2,0,0,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0
"Urban","35-39","male",3,2,0,1,2,0,2,0,1,1,0,0,2,2,0,0,0,1,3,0,0,0
"Urban","65-69","male",4,0,0,1,3,0,2,0,2,2,0,0,2,2,0,0,0,2,2,2,0,0
"Urban","35-39","male",11,3,1,0,9,1,3,8,0,0,0,5,6,10,0,0,1,0,11,0,0,0
"Urban","75-79","male",3,0,0,1,1,1,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0
"Urban","60-64","female",3,1,0,1,2,0,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0
"Urban","40-44","male",5,0,0,1,4,0,2,3,0,3,0,0,2,5,0,0,0,0,5,0,0,0
"Urban","40-44","female",2,2,0,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0
"Urban","40-44","male",9,2,0,1,6,2,2,1,8,3,2,0,4,4,0,0,0,5,9,0,0,0
"Urban","40-44","female",6,2,0,1,3,2,2,1,4,0,2,0,4,2,0,2,0,2,6,0,0,0
"Urban","40-44","female",4,1,0,0,4,0,2,0,2,2,0,0,2,2,0,0,0,2,2,2,0,0
"Urban","45-49","female",6,2,0,1,5,0,2,0,4,4,0,0,2,3,0,0,0,3,3,3,0,0
"Urban","65-69","female",1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"Urban","40-44","female",2,2,0,1,1,0,2,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0
"Rural","80+","male",16,0,0,1,14,11,3,0,13,12,0,0,4,4,11,0,0,1,16,0,0,0
"Rural","35-39","male",19,1,0,1,17,11,3,0,16,10,0,0,9,19,0,0,0,0,19,0,0,0
"Rural","35-39","female",23,1,0,1,21,1,3,10,10,10,0,0,13,23,0,0,0,0,23,0,0,0
"Rural","35-39","female",9,2,0,1,7,1,3,0,6,3,0,0,6,3,6,0,0,0,9,0,0,0
"Rural","80+","male",1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"Rural","75-79","female",1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
"Rural","55-59","male",26,2,1,10,24,11,9,0,17,14,6,0,6,25,1,0,0,0,26,0,0,0
"Rural","50-54","male",30,4,1,0,28,1,4,0,26,15,0,0,15,3,6,18,3,0,4,1,25,0
"Rural","0-4","female",67,67,65,65,67,65,2,0,66,65,0,0,2,2,0,0,65,0,2,0,65,0
"Rural","35-39","female",7,1,0,1,6,0,2,0,5,2,3,0,2,2,0,0,5,0,7,0,0,0
"Rural","10-14","female",36,26,0,24,12,0,2,0,34,1,0,0,35,36,0,0,0,0,36,0,0,0
"Rural","35-39","male",12,2,0,3,9,0,9,0,3,5,0,0,7,9,0,0,3,0,12,0,0,0
"Rural","35-39","female",19,1,0,0,19,0,3,16,0,2,0,0,17,18,0,0,0,0,19,0,0,0
"Rural","35-39","male",201,1,0,0,201,0,1,200,0,200,0,0,1,201,0,0,0,0,201,0,0,0
"Rural","35-39","female",116,1,0,0,116,0,1,111,4,114,0,0,2,116,0,0,0,0,4,112,0,0
"Rural","20-24","female",67,2,1,61,65,60,5,60,2,62,0,0,5,5,0,0,0,61,66,1,0,0
"Rural","55-59","female",3,1,1,0,2,0,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0
"Rural","25-29","male",262,2,41,40,261,40,4,214,44,249,0,0,13,262,0,0,0,0,262,0,0,0
"Rural","25-29","male",5,1,1,1,3,0,5,0,0,0,0,0,5,5,0,0,0,0,5,0,0,0
"Rural","10-14","male",18,0,1,10,7,0,5,0,13,3,5,5,5,18,0,0,0,0,10,8,0,0
"Rural","40-44","female",5,3,2,2,3,0,5,0,0,2,0,0,3,5,0,0,0,0,5,0,0,0
"Rural","40-44","male",3,3,1,1,1,0,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0
"Rural","5-9","male",3,3,0,1,2,0,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0
"Rural","10-14","male",32,11,1,24,7,0,7,0,25,6,0,0,26,32,0,0,0,0,32,0,0,0
"Rural","15-19","male",25,11,0,3,22,0,5,10,10,12,0,0,13,25,0,0,0,0,25,0,0,0
"Rural","35-39","female",14,1,0,3,11,0,4,10,0,2,0,0,12,14,0,0,0,0,14,0,0,0
"Rural","55-59","male",12,4,1,0,11,0,4,5,3,5,0,0,7,9,0,0,3,0,12,0,0,0
"Rural","20-24","male",19,4,1,0,18,0,15,0,4,0,10,0,9,16,3,0,0,0,19,0,0,0
"Rural","55-59","female",10,3,1,0,9,0,10,0,0,0,0,0,10,10,0,0,0,0,10,0,0,0
"Rural","20-24","male",15,2,0,0,15,0,4,0,11,3,0,0,12,7,5,0,0,3,15,0,0,0
"Rural","50-54","male",42,1,0,30,42,0,6,30,6,32,0,0,10,10,0,0,1,31,42,0,0,0
"Rural","50-54","female",10,2,2,2,8,0,7,0,3,3,0,0,7,7,0,0,0,3,10,0,0,0
"Rural","25-29","female",17,2,0,1,16,0,16,0,1,9,2,0,6,7,0,1,0,9,17,0,0,0
"Rural","20-24","male",23,5,0,4,22,0,14,0,9,7,1,0,15,4,0,1,4,14,16,7,0,0
"Rural","80+","male",18,0,0,0,14,4,10,0,8,0,0,0,18,18,0,0,0,0,18,0,0,0
"Rural","0-4","female",7,0,0,0,6,1,4,0,3,3,0,0,4,5,0,1,1,0,7,0,0,0
"Rural","35-39","male",17,5,0,0,17,0,5,0,12,3,0,0,14,14,0,3,0,0,17,0,0,0
"Rural","65-69","male",12,0,0,2,10,0,5,0,7,6,0,0,6,12,0,0,0,0,12,0,0,0
"Rural","65-69","female",2,2,0,0,1,1,2,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0
"Rural","35-39","female",14,6,0,2,10,2,5,9,0,7,4,0,3,13,1,0,0,0,14,0,0,0
"Rural","20-24","female",112,5,1,101,10,0,4,105,3,5,100,0,7,112,0,0,0,0,112,0,0,0
"Rural","25-29","male",26,2,1,0,25,0,2,23,1,1,0,0,25,26,0,0,0,0,26,0,0,0
"Rural","75-79","female",6,0,0,0,0,6,1,0,5,5,0,0,1,6,0,0,0,0,6,0,0,0
"Rural","80+","male",5,0,0,0,0,5,1,0,0,4,0,0,1,5,0,0,0,0,5,0,0,0
"Rural","35-39","female",3,3,0,2,1,0,3,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0
"Rural","5-9","male",29,25,0,23,6,0,5,0,24,2,0,0,27,29,0,0,0,0,7,22,0,0
"Rural","10-14","female",29,13,0,19,10,0,3,0,26,5,0,0,24,28,1,0,0,0,29,0,0,0
"Rural","25-29","female",19,3,2,3,14,0,2,4,13,6,7,0,6,16,0,0,0,3,19,0,0,0
"Rural","35-39","male",7,3,0,2,5,0,7,0,0,0,0,0,7,7,0,0,0,0,7,0,0,0
"Rural","35-39","female",5,3,0,2,3,0,3,0,2,2,0,0,3,5,0,0,0,0,5,0,0,0
"Rural","5-9","male",12,3,0,5,7,0,3,0,9,0,0,0,12,12,0,0,0,0,5,7,0,0
"Rural","10-14","female",27,25,0,17,10,3,7,0,20,2,3,2,20,27,0,0,0,0,9,18,0,0
"Rural","25-29","male",30,2,1,0,26,0,7,11,15,3,13,0,14,19,0,0,7,4,7,23,0,0
"Rural","20-24","female",17,3,2,0,15,0,8,0,9,3,6,0,8,14,0,0,0,3,10,6,0,0
"Rural","40-44","male",29,0,0,1,28,0,1,15,13,16,0,12,1,29,0,0,0,0,14,15,0,0
"Rural","65-69","male",14,1,0,4,10,0,7,0,7,7,1,0,6,11,0,0,0,3,11,3,0,0
"Rural","55-59","male",19,0,0,0,19,0,8,0,11,17,0,0,2,19,0,0,0,0,19,0,0,0
"Rural","20-24","male",4,0,0,0,4,0,4,0,0,0,0,2,2,4,0,0,0,0,2,2,0,0
"Rural","25-29","male",22,2,1,2,16,0,7,13,2,12,0,0,10,20,0,0,2,0,9,13,0,0
"Rural","30-34","female",6,2,1,1,4,0,6,0,0,0,0,0,6,6,0,0,0,0,6,0,0,0
"Rural","30-34","female",17,6,0,1,15,1,5,0,12,4,4,0,9,15,0,0,0,2,17,0,0,0
"Rural","35-39","male",9,2,1,1,6,1,6,3,0,3,0,0,6,9,0,0,0,0,9,0,0,0
"Rural","55-59","female",5,1,1,0,4,0,5,0,0,0,0,0,5,5,0,0,0,0,5,0,0,0
"Rural","30-34","male",12,2,1,0,7,0,6,0,6,9,0,0,3,6,0,0,0,5,8,0,0,4
"Rural","65-69","male",5,4,1,0,4,0,4,0,1,2,0,0,3,5,0,0,0,0,5,0,0,0
"Rural","45-49","female",6,0,0,4,2,0,5,1,0,1,0,0,5,6,0,0,0,0,5,1,0,0
"Rural","15-19","female",16,8,0,10,6,0,4,0,12,2,0,0,14,16,0,0,0,0,16,0,0,0
"Rural","15-19","female",9,6,1,5,3,0,6,0,3,0,2,0,7,7,0,2,0,0,9,0,0,0
"Rural","20-24","male",23,0,0,0,23,0,2,0,21,17,0,0,6,16,6,1,0,0,15,8,0,0
