"part_id","cont_id","Selected","far","p1 know","p2 know"
"2_1_2_1_121_9","2_1_2_1_121_9_5",NA,1,1,3
"2_1_2_1_121_9","2_1_2_1_121_9_6",NA,1,1,3
"2_1_2_1_121_9","2_1_2_1_121_9_7",NA,1,1,3
"2_1_2_1_121_9","2_1_2_1_121_9_8",NA,1,1,3
"2_1_2_1_121_9","2_1_2_1_121_9_9",1,1,NA,3
"2_1_2_1_121_9","2_1_2_1_121_9_10",NA,1,1,3
"2_1_2_1_121_9","2_1_2_1_121_9_11",NA,1,1,3
"2_1_2_1_121_9","2_1_2_1_121_9_12",NA,1,1,3
"2_1_2_1_121_9","2_1_2_1_121_9_13",NA,1,1,3
"2_1_2_1_121_9","2_1_2_1_121_9_14",NA,1,1,3
"2_1_2_1_121_9","2_1_2_1_121_9_15",NA,3,3,3
"2_1_2_1_121_9","2_1_2_1_121_9_16",NA,3,3,1
"2_1_2_1_121_9","2_1_2_1_121_9_17",NA,3,3,1
"2_1_2_1_121_9","2_1_2_1_121_9_18",NA,3,3,1
"2_1_2_1_121_9","2_1_2_1_121_9_19",NA,3,3,1
"2_1_2_1_121_9","2_1_2_1_121_9_20",NA,3,3,1
"2_1_2_1_121_9","2_1_2_1_121_9_21",NA,3,3,1
"2_1_2_1_121_9","2_1_2_1_121_9_22",NA,3,3,1
"2_1_2_1_121_9","2_1_2_1_121_9_23",2,3,3,NA
"2_1_2_1_121_9","2_1_2_1_121_9_24",NA,3,3,1
"2_1_2_1_121_9","2_1_2_1_121_9_25",NA,3,3,1
"2_1_2_1_121_9","2_1_2_1_121_9_26",NA,3,3,1
"2_1_2_1_121_9","2_1_2_1_121_9_27",NA,3,3,1
"2_1_2_1_121_9","2_1_2_1_121_9_28",NA,3,3,1
"2_1_2_1_121_10","2_1_2_1_121_10_1",NA,1,1,2
"2_1_2_1_121_10","2_1_2_1_121_10_2",NA,1,1,2
"2_1_2_1_121_10","2_1_2_1_121_10_3",2,1,1,NA
"2_1_2_1_121_10","2_1_2_1_121_10_4",NA,1,2,2
"2_1_2_1_121_10","2_1_2_1_121_10_5",NA,1,2,2
"2_1_2_1_121_10","2_1_2_1_121_10_6",NA,1,2,2
"2_1_2_1_121_10","2_1_2_1_121_10_7",NA,1,2,2
"2_1_2_1_121_10","2_1_2_1_121_10_8",NA,1,2,2
"2_1_2_1_121_10","2_1_2_1_121_10_9",NA,1,1,2
"2_1_2_1_121_10","2_1_2_1_121_10_10",1,1,NA,2
"2_1_2_1_121_10","2_1_2_1_121_10_11",NA,1,1,1
"2_1_2_1_121_10","2_1_2_1_121_10_12",NA,1,1,1
"2_1_2_1_121_10","2_1_2_1_121_10_13",NA,1,4,2
"2_1_2_1_121_10","2_1_2_1_121_10_14",NA,1,2,2
"2_1_2_1_121_10","2_1_2_1_121_10_15",NA,1,1,1
"2_1_2_1_121_11","2_1_2_1_121_11_1",2,1,4,NA
"2_1_2_1_121_11","2_1_2_1_121_11_2",NA,1,4,1
"2_1_2_1_121_11","2_1_2_1_121_11_3",NA,1,3,1
"2_1_2_1_121_11","2_1_2_1_121_11_4",NA,1,3,1
"2_1_2_1_121_11","2_1_2_1_121_11_5",NA,1,3,1
"2_1_2_1_121_11","2_1_2_1_121_11_6",NA,1,3,1
"2_1_2_1_121_11","2_1_2_1_121_11_7",NA,1,3,1
"2_1_2_1_121_11","2_1_2_1_121_11_8",NA,1,3,1
"2_1_2_1_121_11","2_1_2_1_121_11_9",NA,1,3,1
"2_1_2_1_121_11","2_1_2_1_121_11_10",NA,1,1,2
"2_1_2_1_121_11","2_1_2_1_121_11_11",1,1,NA,2
"2_1_2_1_121_11","2_1_2_1_121_11_12",NA,1,1,2
"2_1_2_1_121_11","2_1_2_1_121_11_13",NA,1,1,2
"2_1_2_1_121_11","2_1_2_1_121_11_14",NA,1,1,2
"2_1_2_1_121_11","2_1_2_1_121_11_15",NA,1,1,2
"2_1_2_1_121_11","2_1_2_1_121_11_16",NA,1,1,2
"2_1_2_1_121_11","2_1_2_1_121_11_17",NA,1,1,2
"2_1_2_1_121_11","2_1_2_1_121_11_18",NA,1,1,2
"2_1_2_1_121_11","2_1_2_1_121_11_19",NA,1,1,2
"2_1_2_1_121_11","2_1_2_1_121_11_20",NA,1,1,2
"2_1_2_1_121_11","2_1_2_1_121_11_21",NA,1,1,2
"2_1_2_1_121_12","2_1_2_1_121_12_1",NA,1,2,1
"2_1_2_1_121_12","2_1_2_1_121_12_2",2,1,2,NA
"2_1_2_1_121_12","2_1_2_1_121_12_3",NA,1,3,1
"2_1_2_1_121_12","2_1_2_1_121_12_4",NA,1,2,1
"2_1_2_1_121_12","2_1_2_1_121_12_5",NA,2,2,2
"2_1_2_1_121_12","2_1_2_1_121_12_6",NA,2,2,2
"2_1_2_1_121_12","2_1_2_1_121_12_7",NA,2,2,2
"2_1_2_1_121_12","2_1_2_1_121_12_8",NA,2,2,2
"2_1_2_1_121_12","2_1_2_1_121_12_9",NA,2,2,2
"2_1_2_1_121_12","2_1_2_1_121_12_10",NA,2,2,2
"2_1_2_1_121_12","2_1_2_1_121_12_11",NA,2,2,2
"2_1_2_1_121_12","2_1_2_1_121_12_12",1,2,NA,2
"2_1_2_1_121_12","2_1_2_1_121_12_13",NA,2,2,2
"2_1_2_1_121_12","2_1_2_1_121_12_14",NA,2,1,1
"2_1_2_1_121_12","2_1_2_1_121_12_15",NA,2,1,1
"2_1_2_1_121_12","2_1_2_1_121_12_16",NA,2,2,2
"2_1_2_1_121_12","2_1_2_1_121_12_17",NA,1,2,2
"2_1_2_1_121_12","2_1_2_1_121_12_18",NA,1,2,2
"2_1_2_1_121_12","2_1_2_1_121_12_19",NA,1,2,2
"2_1_2_1_121_12","2_1_2_1_121_12_20",NA,1,2,2
"2_1_2_1_121_12","2_1_2_1_121_12_21",NA,2,2,2
"2_1_2_1_121_13","2_1_2_1_121_13_1",NA,1,4,4
"2_1_2_1_121_13","2_1_2_1_121_13_2",NA,1,4,4
"2_1_2_1_121_13","2_1_2_1_121_13_3",NA,1,4,4
"2_1_2_1_121_13","2_1_2_1_121_13_4",NA,2,4,4
"2_1_2_1_121_13","2_1_2_1_121_13_5",NA,2,4,4
"2_1_2_1_121_13","2_1_2_1_121_13_6",2,2,4,NA
"2_1_2_1_121_13","2_1_2_1_121_13_7",NA,2,4,4
"2_1_2_1_121_13","2_1_2_1_121_13_8",NA,2,4,4
"2_1_2_1_121_13","2_1_2_1_121_13_9",NA,2,4,4
"2_1_2_1_121_13","2_1_2_1_121_13_10",NA,2,4,4
"2_1_2_1_121_13","2_1_2_1_121_13_11",NA,2,4,4
"2_1_2_1_121_13","2_1_2_1_121_13_12",NA,2,4,4
"2_1_2_1_121_13","2_1_2_1_121_13_13",1,2,NA,4
"2_1_2_1_121_13","2_1_2_1_121_13_14",NA,2,4,4
"2_1_2_1_121_13","2_1_2_1_121_13_15",NA,2,4,4
"2_1_2_1_121_14","2_1_2_1_121_14_1",NA,1,3,3
"2_1_2_1_121_14","2_1_2_1_121_14_2",NA,1,3,3
"2_1_2_1_121_14","2_1_2_1_121_14_3",NA,2,1,1
"2_1_2_1_121_14","2_1_2_1_121_14_4",2,2,1,NA
"2_1_2_1_121_14","2_1_2_1_121_14_5",NA,2,1,1
"2_1_2_1_121_14","2_1_2_1_121_14_6",NA,2,1,1
"2_1_2_1_121_14","2_1_2_1_121_14_7",NA,2,1,1
"2_1_2_1_121_14","2_1_2_1_121_14_8",NA,2,1,1
"2_1_2_1_121_14","2_1_2_1_121_14_9",NA,2,1,1
"2_1_2_1_121_14","2_1_2_1_121_14_10",NA,2,1,1
"2_1_2_1_121_14","2_1_2_1_121_14_11",NA,2,1,1
"2_1_2_1_121_14","2_1_2_1_121_14_12",NA,2,1,1
"2_1_2_1_121_14","2_1_2_1_121_14_13",NA,2,1,1
"2_1_2_1_121_14","2_1_2_1_121_14_14",1,2,NA,1
"2_1_2_1_121_14","2_1_2_1_121_14_15",NA,2,1,1
"2_1_2_1_121_14","2_1_2_1_121_14_16",NA,2,1,1
"2_1_2_1_121_14","2_1_2_1_121_14_17",NA,2,1,1
"2_1_2_1_121_14","2_1_2_1_121_14_18",NA,2,1,1
"2_1_2_1_121_14","2_1_2_1_121_14_19",NA,2,1,1
"2_1_2_1_121_14","2_1_2_1_121_14_20",NA,2,1,1
"2_1_2_1_121_14","2_1_2_1_121_14_21",NA,2,1,1
"2_2_10_1_122_1","2_2_10_1_122_1_1",1,1,NA,1
"2_2_10_1_122_1","2_2_10_1_122_1_2",NA,1,1,3
"2_2_10_1_122_1","2_2_10_1_122_1_3",NA,3,2,3
"2_2_10_1_122_1","2_2_10_1_122_1_4",NA,3,2,3
"2_2_10_1_122_1","2_2_10_1_122_1_5",NA,3,3,3
"2_2_10_1_122_1","2_2_10_1_122_1_6",NA,3,2,3
"2_2_10_1_122_1","2_2_10_1_122_1_7",NA,1,1,3
"2_2_10_1_122_1","2_2_10_1_122_1_8",NA,1,1,3
"2_2_10_1_122_1","2_2_10_1_122_1_9",NA,3,2,2
"2_2_10_1_122_1","2_2_10_1_122_1_10",NA,3,2,2
"2_2_10_1_122_1","2_2_10_1_122_1_11",NA,3,2,1
"2_2_10_1_122_1","2_2_10_1_122_1_12",2,3,2,NA
"2_2_10_1_122_1","2_2_10_1_122_1_13",NA,3,2,2
"2_2_10_1_122_1","2_2_10_1_122_1_14",NA,3,2,2
"2_2_10_1_122_1","2_2_10_1_122_1_15",NA,3,2,2
"2_2_10_1_122_1","2_2_10_1_122_1_16",NA,3,2,2
"2_2_10_1_122_1","2_2_10_1_122_1_17",NA,3,2,2
"2_2_10_1_122_1","2_2_10_1_122_1_18",NA,1,2,2
"2_2_10_1_122_1","2_2_10_1_122_1_19",NA,3,2,2
"2_2_10_1_122_1","2_2_10_1_122_1_20",NA,3,2,2
"2_2_10_1_122_1","2_2_10_1_122_1_21",NA,3,2,1
"2_2_10_1_122_1","2_2_10_1_122_1_22",NA,3,2,3
"2_2_10_1_122_2","2_2_10_1_122_2_1",NA,1,1,1
"2_2_10_1_122_2","2_2_10_1_122_2_2",1,1,NA,1
"2_2_10_1_122_2","2_2_10_1_122_2_3",NA,1,1,1
"2_2_10_1_122_2","2_2_10_1_122_2_4",NA,1,1,1
"2_2_10_1_122_2","2_2_10_1_122_2_5",NA,1,1,1
"2_2_10_1_122_2","2_2_10_1_122_2_6",NA,1,1,1
"2_2_10_1_122_2","2_2_10_1_122_2_7",NA,1,1,1
"2_2_10_1_122_2","2_2_10_1_122_2_8",NA,1,1,1
"2_2_10_1_122_2","2_2_10_1_122_2_9",NA,1,1,1
"2_2_10_1_122_2","2_2_10_1_122_2_10",NA,1,1,1
"2_2_10_1_122_2","2_2_10_1_122_2_11",NA,1,1,1
"2_2_10_1_122_2","2_2_10_1_122_2_12",NA,1,1,1
"2_2_10_1_122_2","2_2_10_1_122_2_13",NA,1,1,1
"2_2_10_1_122_2","2_2_10_1_122_2_14",NA,1,1,1
"2_2_10_1_122_2","2_2_10_1_122_2_15",NA,1,1,1
"2_2_10_1_122_2","2_2_10_1_122_2_16",NA,1,1,1
"2_2_10_1_122_2","2_2_10_1_122_2_17",2,1,1,NA
"2_2_10_1_122_2","2_2_10_1_122_2_18",NA,1,1,1
"2_2_10_1_122_2","2_2_10_1_122_2_19",NA,1,1,1
"2_2_10_1_122_2","2_2_10_1_122_2_20",NA,1,1,1
"2_2_10_1_122_2","2_2_10_1_122_2_21",NA,1,1,1
"2_2_10_1_122_2","2_2_10_1_122_2_22",NA,1,1,1
"2_2_10_1_122_2","2_2_10_1_122_2_23",NA,1,1,1
"2_2_10_1_122_2","2_2_10_1_122_2_24",NA,1,1,1
"2_2_10_1_122_2","2_2_10_1_122_2_25",NA,1,1,1
"2_2_10_1_122_2","2_2_10_1_122_2_26",NA,1,1,1
"2_2_10_1_122_2","2_2_10_1_122_2_27",NA,1,1,1
"2_2_10_1_122_2","2_2_10_1_122_2_28",NA,1,1,1
"2_2_10_1_122_2","2_2_10_1_122_2_29",NA,2,1,1
"2_2_10_1_122_2","2_2_10_1_122_2_30",NA,2,1,1
"2_2_10_1_122_3","2_2_10_1_122_3_1",NA,1,1,1
"2_2_10_1_122_3","2_2_10_1_122_3_2",NA,1,1,1
"2_2_10_1_122_3","2_2_10_1_122_3_3",1,1,NA,1
"2_2_10_1_122_3","2_2_10_1_122_3_4",NA,1,1,1
"2_2_10_1_122_3","2_2_10_1_122_3_5",NA,1,1,1
"2_2_10_1_122_3","2_2_10_1_122_3_6",NA,1,1,1
"2_2_10_1_122_3","2_2_10_1_122_3_7",NA,1,1,1
"2_2_10_1_122_3","2_2_10_1_122_3_8",NA,1,1,1
"2_2_10_1_122_3","2_2_10_1_122_3_9",NA,1,1,1
"2_2_10_1_122_3","2_2_10_1_122_3_10",2,1,1,NA
"2_2_10_1_122_3","2_2_10_1_122_3_11",NA,1,1,1
"2_2_10_1_122_3","2_2_10_1_122_3_12",NA,1,1,1
"2_2_10_1_122_3","2_2_10_1_122_3_13",NA,1,1,1
"2_2_10_1_122_3","2_2_10_1_122_3_14",NA,1,1,1
"2_2_10_1_122_4","2_2_10_1_122_4_1",NA,2,1,1
"2_2_10_1_122_4","2_2_10_1_122_4_2",NA,2,1,1
"2_2_10_1_122_4","2_2_10_1_122_4_3",NA,2,1,1
"2_2_10_1_122_4","2_2_10_1_122_4_4",1,2,NA,1
"2_2_10_1_122_4","2_2_10_1_122_4_5",NA,1,1,1
"2_2_10_1_122_4","2_2_10_1_122_4_6",NA,1,1,1
"2_2_10_1_122_4","2_2_10_1_122_4_7",NA,1,1,1
"2_2_10_1_122_4","2_2_10_1_122_4_8",NA,1,1,1
"2_2_10_1_122_4","2_2_10_1_122_4_9",2,1,1,NA
"2_2_10_1_122_5","2_2_10_1_122_5_1",2,1,1,NA
"2_2_10_1_122_5","2_2_10_1_122_5_2",NA,1,1,1
"2_2_10_1_122_5","2_2_10_1_122_5_3",NA,1,1,1
"2_2_10_1_122_5","2_2_10_1_122_5_4",NA,1,1,1
"2_2_10_1_122_5","2_2_10_1_122_5_5",1,1,NA,1
"2_2_10_1_122_5","2_2_10_1_122_5_6",NA,1,1,1
"2_2_10_1_122_5","2_2_10_1_122_5_7",NA,1,1,2
"2_2_10_1_122_5","2_2_10_1_122_5_8",NA,1,1,2
"2_2_10_1_122_6","2_2_10_1_122_6_1",NA,1,2,1
"2_2_10_1_122_6","2_2_10_1_122_6_2",NA,1,2,1
"2_2_10_1_122_6","2_2_10_1_122_6_3",NA,1,2,1
"2_2_10_1_122_6","2_2_10_1_122_6_4",NA,1,2,1
"2_2_10_1_122_6","2_2_10_1_122_6_5",NA,1,2,1
"2_2_10_1_122_6","2_2_10_1_122_6_6",1,1,NA,1
"2_2_10_1_122_6","2_2_10_1_122_6_7",NA,1,2,1
"2_2_10_1_122_6","2_2_10_1_122_6_8",NA,1,2,1
"2_2_10_1_122_6","2_2_10_1_122_6_9",NA,1,2,1
"2_2_10_1_122_6","2_2_10_1_122_6_10",NA,1,2,1
"2_2_10_1_122_6","2_2_10_1_122_6_11",NA,1,2,1
"2_2_10_1_122_6","2_2_10_1_122_6_12",NA,1,2,1
"2_2_10_1_122_6","2_2_10_1_122_6_13",NA,1,2,1
"2_2_10_1_122_6","2_2_10_1_122_6_14",NA,1,2,1
"2_2_10_1_122_6","2_2_10_1_122_6_15",2,1,2,NA
"2_2_10_1_122_6","2_2_10_1_122_6_16",NA,1,2,1
"2_2_10_1_122_6","2_2_10_1_122_6_17",NA,1,2,1
"2_2_10_1_122_7","2_2_10_1_122_7_1",NA,1,1,1
"2_2_10_1_122_7","2_2_10_1_122_7_2",NA,1,1,1
"2_2_10_1_122_7","2_2_10_1_122_7_3",NA,1,1,1
"2_2_10_1_122_7","2_2_10_1_122_7_4",NA,1,1,1
"2_2_10_1_122_7","2_2_10_1_122_7_5",NA,1,1,1
"2_2_10_1_122_7","2_2_10_1_122_7_6",NA,1,1,1
"2_2_10_1_122_7","2_2_10_1_122_7_7",1,1,NA,1
"2_2_10_1_122_7","2_2_10_1_122_7_8",NA,1,1,1
"2_2_10_1_122_7","2_2_10_1_122_7_9",NA,1,1,1
"2_2_10_1_122_7","2_2_10_1_122_7_10",NA,1,1,1
"2_2_10_1_122_7","2_2_10_1_122_7_11",NA,1,1,1
"2_2_10_1_122_7","2_2_10_1_122_7_12",NA,1,1,1
"2_2_10_1_122_7","2_2_10_1_122_7_13",NA,1,1,1
"2_2_10_1_122_7","2_2_10_1_122_7_14",NA,1,1,1
"2_2_10_1_122_7","2_2_10_1_122_7_15",2,1,1,NA
"2_2_10_1_122_8","2_2_10_1_122_8_1",NA,1,1,1
"2_2_10_1_122_8","2_2_10_1_122_8_2",NA,1,1,2
"2_2_10_1_122_8","2_2_10_1_122_8_3",NA,2,1,3
"2_2_10_1_122_8","2_2_10_1_122_8_4",NA,2,1,2
"2_2_10_1_122_8","2_2_10_1_122_8_5",NA,1,1,1
"2_2_10_1_122_8","2_2_10_1_122_8_6",NA,1,1,1
"2_2_10_1_122_8","2_2_10_1_122_8_7",NA,1,1,1
"2_2_10_1_122_8","2_2_10_1_122_8_8",1,1,NA,1
"2_2_10_1_122_8","2_2_10_1_122_8_9",NA,2,1,1
"2_2_10_1_122_8","2_2_10_1_122_8_10",NA,2,1,1
"2_2_10_1_122_8","2_2_10_1_122_8_11",NA,1,1,1
"2_2_10_1_122_8","2_2_10_1_122_8_12",NA,2,1,1
"2_2_10_1_122_8","2_2_10_1_122_8_13",NA,2,1,1
"2_2_10_1_122_8","2_2_10_1_122_8_14",NA,2,1,1
"2_2_10_1_122_8","2_2_10_1_122_8_15",NA,2,1,1
"2_2_10_1_122_8","2_2_10_1_122_8_16",2,2,1,NA
"2_2_10_1_122_9","2_2_10_1_122_9_1",NA,1,1,1
"2_2_10_1_122_9","2_2_10_1_122_9_2",NA,1,1,1
"2_2_10_1_122_9","2_2_10_1_122_9_3",NA,1,1,1
"2_2_10_1_122_9","2_2_10_1_122_9_4",NA,2,1,1
"2_2_10_1_122_9","2_2_10_1_122_9_5",2,2,1,NA
"2_2_10_1_122_9","2_2_10_1_122_9_6",NA,1,1,1
"2_2_10_1_122_9","2_2_10_1_122_9_7",NA,1,1,1
"2_2_10_1_122_9","2_2_10_1_122_9_8",NA,2,1,1
"2_2_10_1_122_9","2_2_10_1_122_9_9",1,2,NA,1
"2_2_10_1_122_10","2_2_10_1_122_10_1",2,1,1,NA
"2_2_10_1_122_10","2_2_10_1_122_10_2",NA,1,1,1
"2_2_10_1_122_10","2_2_10_1_122_10_3",NA,1,1,1
"2_2_10_1_122_10","2_2_10_1_122_10_4",NA,1,1,1
"2_2_10_1_122_10","2_2_10_1_122_10_5",NA,1,1,1
"2_2_10_1_122_10","2_2_10_1_122_10_6",NA,1,1,1
"2_2_10_1_122_10","2_2_10_1_122_10_7",NA,1,1,1
"2_2_10_1_122_10","2_2_10_1_122_10_8",NA,1,1,1
"2_2_10_1_122_10","2_2_10_1_122_10_9",NA,1,1,1
"2_2_10_1_122_10","2_2_10_1_122_10_10",1,1,NA,1
"2_2_10_1_122_10","2_2_10_1_122_10_11",NA,1,1,1
"2_2_10_1_122_10","2_2_10_1_122_10_12",NA,2,3,2
"2_2_10_1_122_10","2_2_10_1_122_10_13",NA,2,3,2
"2_2_10_1_122_10","2_2_10_1_122_10_14",NA,2,3,2
"2_2_10_1_122_10","2_2_10_1_122_10_15",NA,2,1,1
"2_2_10_1_122_10","2_2_10_1_122_10_16",NA,2,3,2
"2_2_10_1_122_10","2_2_10_1_122_10_17",NA,2,3,2
"2_2_10_1_122_10","2_2_10_1_122_10_18",NA,2,3,2
"2_2_10_1_122_10","2_2_10_1_122_10_19",NA,2,3,2
"2_2_10_1_122_11","2_2_10_1_122_11_1",NA,1,1,2
"2_2_10_1_122_11","2_2_10_1_122_11_2",NA,1,1,2
"2_2_10_1_122_11","2_2_10_1_122_11_3",1,1,NA,2
"2_2_10_1_122_11","2_2_10_1_122_11_4",NA,1,1,2
"2_2_10_1_122_11","2_2_10_1_122_11_5",NA,1,1,2
"2_2_10_1_122_11","2_2_10_1_122_11_6",NA,1,1,2
"2_2_10_1_122_11","2_2_10_1_122_11_7",2,2,3,NA
"2_2_10_1_122_11","2_2_10_1_122_11_8",NA,3,3,1
"2_2_10_1_122_12","2_2_10_1_122_12_1",NA,1,1,1
"2_2_10_1_122_12","2_2_10_1_122_12_2",2,1,1,NA
"2_2_10_1_122_12","2_2_10_1_122_12_3",1,1,NA,1
"2_2_10_1_122_13","2_2_10_1_122_13_1",NA,1,1,2
"2_2_10_1_122_13","2_2_10_1_122_13_2",NA,2,1,2
"2_2_10_1_122_13","2_2_10_1_122_13_3",NA,2,1,2
"2_2_10_1_122_13","2_2_10_1_122_13_4",NA,1,1,2
"2_2_10_1_122_13","2_2_10_1_122_13_5",NA,1,1,2
"2_2_10_1_122_13","2_2_10_1_122_13_6",2,1,1,NA
"2_2_10_1_122_13","2_2_10_1_122_13_7",NA,3,1,2
"2_2_10_1_122_13","2_2_10_1_122_13_8",NA,3,1,2
"2_2_10_1_122_13","2_2_10_1_122_13_9",NA,3,1,2
"2_2_10_1_122_13","2_2_10_1_122_13_10",NA,3,1,2
"2_2_10_1_122_13","2_2_10_1_122_13_11",NA,3,1,2
"2_2_10_1_122_13","2_2_10_1_122_13_12",NA,3,1,2
"2_2_10_1_122_13","2_2_10_1_122_13_13",1,3,NA,2
"2_2_10_1_122_13","2_2_10_1_122_13_14",NA,3,1,2
"2_2_10_1_122_14","2_2_10_1_122_14_1",NA,1,1,1
"2_2_10_1_122_14","2_2_10_1_122_14_2",2,1,1,NA
"2_2_10_1_122_14","2_2_10_1_122_14_3",NA,1,1,1
"2_2_10_1_122_14","2_2_10_1_122_14_4",NA,1,1,1
"2_2_10_1_122_14","2_2_10_1_122_14_5",NA,1,1,1
"2_2_10_1_122_14","2_2_10_1_122_14_6",1,1,NA,1
"2_2_10_1_122_14","2_2_10_1_122_14_7",NA,1,1,1
"2_2_10_1_122_14","2_2_10_1_122_14_8",NA,2,1,1
"3_5_2_3_123_1","3_5_2_3_123_1_1",1,1,NA,1
"3_5_2_3_123_1","3_5_2_3_123_1_2",2,1,1,NA
"3_5_2_3_123_1","3_5_2_3_123_1_3",NA,1,1,1
"3_5_2_3_123_2","3_5_2_3_123_2_1",NA,1,1,3
"3_5_2_3_123_2","3_5_2_3_123_2_2",1,1,NA,3
"3_5_2_3_123_2","3_5_2_3_123_2_3",NA,1,1,4
"3_5_2_3_123_2","3_5_2_3_123_2_4",NA,1,1,4
"3_5_2_3_123_2","3_5_2_3_123_2_5",NA,1,1,4
"3_5_2_3_123_2","3_5_2_3_123_2_6",NA,1,3,4
"3_5_2_3_123_2","3_5_2_3_123_2_7",NA,1,3,4
"3_5_2_3_123_2","3_5_2_3_123_2_8",NA,1,3,4
"3_5_2_3_123_2","3_5_2_3_123_2_9",NA,1,3,4
"3_5_2_3_123_2","3_5_2_3_123_2_10",NA,1,3,4
"3_5_2_3_123_2","3_5_2_3_123_2_11",NA,1,3,4
"3_5_2_3_123_2","3_5_2_3_123_2_12",NA,1,3,4
"3_5_2_3_123_2","3_5_2_3_123_2_13",NA,1,1,4
"3_5_2_3_123_2","3_5_2_3_123_2_14",2,1,3,NA
"3_5_2_3_123_2","3_5_2_3_123_2_15",NA,1,1,4
"3_5_2_3_123_2","3_5_2_3_123_2_16",NA,1,3,4
"3_5_2_3_123_2","3_5_2_3_123_2_17",NA,1,3,4
"3_5_2_3_123_2","3_5_2_3_123_2_18",NA,1,3,4
"3_5_2_3_123_2","3_5_2_3_123_2_19",NA,1,3,4
"3_5_2_3_123_2","3_5_2_3_123_2_20",NA,1,3,4
"3_5_2_3_123_2","3_5_2_3_123_2_21",NA,1,3,4
"3_5_2_3_123_2","3_5_2_3_123_2_22",NA,1,3,4
"3_5_2_3_123_2","3_5_2_3_123_2_23",NA,1,1,4
"3_5_2_3_123_2","3_5_2_3_123_2_24",NA,1,1,4
"3_5_2_3_123_3","3_5_2_3_123_3_1",NA,1,1,3
"3_5_2_3_123_3","3_5_2_3_123_3_2",NA,1,1,3
"3_5_2_3_123_3","3_5_2_3_123_3_3",1,1,NA,3
"3_5_2_3_123_3","3_5_2_3_123_3_4",NA,1,1,3
"3_5_2_3_123_3","3_5_2_3_123_3_5",NA,2,3,4
"3_5_2_3_123_3","3_5_2_3_123_3_6",2,2,3,NA
"3_5_2_3_123_4","3_5_2_3_123_4_1",NA,1,1,1
"3_5_2_3_123_4","3_5_2_3_123_4_2",2,1,1,NA
"3_5_2_3_123_4","3_5_2_3_123_4_3",NA,1,1,1
"3_5_2_3_123_4","3_5_2_3_123_4_4",1,1,NA,1
"3_5_2_3_123_5","3_5_2_3_123_5_1",NA,1,1,3
"3_5_2_3_123_5","3_5_2_3_123_5_2",NA,1,1,3
"3_5_2_3_123_5","3_5_2_3_123_5_3",NA,1,1,3
"3_5_2_3_123_5","3_5_2_3_123_5_4",NA,1,1,3
"3_5_2_3_123_5","3_5_2_3_123_5_5",1,1,NA,3
"3_5_2_3_123_5","3_5_2_3_123_5_6",NA,2,1,3
"3_5_2_3_123_5","3_5_2_3_123_5_7",NA,2,2,3
"3_5_2_3_123_5","3_5_2_3_123_5_8",NA,2,2,3
"3_5_2_3_123_5","3_5_2_3_123_5_9",NA,2,2,3
"3_5_2_3_123_5","3_5_2_3_123_5_10",NA,2,2,3
"3_5_2_3_123_5","3_5_2_3_123_5_11",NA,2,2,3
"3_5_2_3_123_5","3_5_2_3_123_5_12",NA,2,2,1
"3_5_2_3_123_5","3_5_2_3_123_5_13",NA,2,2,1
"3_5_2_3_123_5","3_5_2_3_123_5_14",NA,2,2,1
"3_5_2_3_123_5","3_5_2_3_123_5_15",NA,2,2,3
"3_5_2_3_123_5","3_5_2_3_123_5_16",NA,2,2,3
"3_5_2_3_123_5","3_5_2_3_123_5_17",NA,2,2,3
"3_5_2_3_123_5","3_5_2_3_123_5_18",NA,2,2,3
"3_5_2_3_123_5","3_5_2_3_123_5_19",NA,2,2,3
"3_5_2_3_123_5","3_5_2_3_123_5_20",2,2,2,NA
"3_5_2_3_123_5","3_5_2_3_123_5_21",NA,2,2,1
"3_5_2_3_123_5","3_5_2_3_123_5_22",NA,2,2,3
"3_5_2_3_123_5","3_5_2_3_123_5_23",NA,2,2,3
"3_5_2_3_123_5","3_5_2_3_123_5_24",NA,2,2,3
"3_5_2_3_123_5","3_5_2_3_123_5_25",NA,2,2,3
"3_5_2_3_123_5","3_5_2_3_123_5_26",NA,2,2,3
"3_5_2_3_123_5","3_5_2_3_123_5_27",NA,2,2,3
"3_5_2_3_123_5","3_5_2_3_123_5_28",NA,2,2,3
"3_5_2_3_123_5","3_5_2_3_123_5_29",NA,2,2,3
"3_5_2_3_123_5","3_5_2_3_123_5_30",NA,2,2,3
"3_5_2_3_123_6","3_5_2_3_123_6_1",NA,2,1,1
"3_5_2_3_123_6","3_5_2_3_123_6_2",NA,2,1,1
"3_5_2_3_123_6","3_5_2_3_123_6_3",2,2,1,NA
"3_5_2_3_123_6","3_5_2_3_123_6_4",NA,2,1,1
"3_5_2_3_123_6","3_5_2_3_123_6_5",NA,1,1,1
"3_5_2_3_123_6","3_5_2_3_123_6_6",1,2,NA,1
"3_5_2_3_123_6","3_5_2_3_123_6_7",NA,1,2,2
"3_5_2_3_123_7","3_5_2_3_123_7_1",2,1,1,NA
"3_5_2_3_123_7","3_5_2_3_123_7_2",NA,1,1,1
"3_5_2_3_123_7","3_5_2_3_123_7_3",1,1,NA,1
"3_5_2_3_123_7","3_5_2_3_123_7_4",NA,1,1,1
"3_5_2_3_123_8","3_5_2_3_123_8_1",2,1,1,NA
